ID,orderDate,title,newsletter,websiteDesign,paymentMethod,couponDiscount,purchaseValue,giftwrapping,throughAffiliate,shippingFees,dvd,blueray,vinyl,videogame,videogameDownload,tvEquiment,prodOthers,prodRemitted,prodSecondHand,returnCustomer
19948,9/2/14,Mr,0,1,Current Account,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
19949,10/23/14,Mrs,1,1,Invoice,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
19950,9/27/14,Mr,1,3,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1
19951,5/10/14,Mr,0,3,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19952,10/17/14,Others,0,1,Credit Card,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
19953,1/8/15,Mrs,0,3,Credit Card,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
19954,6/18/14,Mr,0,2,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
19955,1/3/15,Mr,0,1,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
19956,8/22/14,Others,0,1,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
19957,5/6/14,Mr,0,1,Current Account,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0
19958,7/7/14,Company,0,1,Current Account,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
19960,10/1/14,Mrs,0,1,Cash,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1
19961,11/14/14,Mrs,0,3,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
19963,1/21/15,Others,0,1,Invoice,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
19964,11/3/14,Mrs,0,2,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
19966,12/12/14,Company,0,1,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
19967,9/25/14,Mr,1,1,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19968,7/31/14,Mr,0,2,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
19969,11/30/14,Mr,0,1,Credit Card,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0
19970,6/7/14,Mr,0,3,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
19972,1/9/15,Company,0,3,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
19973,10/24/14,Others,1,2,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
19974,9/23/14,Company,0,3,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
19975,9/16/14,Mr,0,1,Invoice,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
19976,6/3/14,Mr,0,2,Cash,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1
19977,9/13/14,Mr,0,3,Cash,0,5,0,1,0,0,0,3,0,0,0,0,0,0,0
19978,9/8/14,Mrs,0,3,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
19980,11/20/14,Mrs,0,2,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
19981,9/14/14,Mr,0,2,Invoice,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0
19982,12/7/14,Mrs,0,2,Invoice,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0
19983,11/20/14,Mr,0,1,Cash,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1
19985,9/19/14,Mr,0,3,Invoice,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0
19986,10/28/14,Others,0,3,Cash,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
19987,11/13/14,Others,1,3,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
19988,6/26/14,Mrs,0,2,Current Account,1,3,0,1,0,1,2,0,0,0,0,0,0,0,0
19989,6/26/14,Company,1,1,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
19990,8/12/14,Others,1,2,Invoice,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
19991,12/17/14,Mrs,0,1,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19992,11/12/14,Others,0,1,Invoice,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
19993,8/2/14,Mr,0,3,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
19994,8/15/14,Mrs,0,2,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
19995,11/17/14,Mr,1,1,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
19996,10/25/14,Mr,0,1,Invoice,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19997,7/4/14,Mrs,0,1,Invoice,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0
19998,12/9/14,Mr,0,1,Invoice,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,6/30/14,Others,1,2,Current Account,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0
20000,1/6/15,Company,0,1,Credit Card,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20001,8/14/14,Mrs,0,3,Invoice,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
20002,6/5/14,Others,0,3,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
20003,12/30/14,Mr,0,2,Invoice,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
20004,1/8/15,Mr,1,3,Invoice,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
20005,1/4/15,Mr,0,3,Invoice,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
20006,6/17/14,Mrs,0,3,Current Account,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
20007,6/22/14,Others,1,1,Credit Card,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1
20008,11/1/14,Mr,0,1,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20011,8/29/14,Mrs,0,1,Invoice,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0
20012,9/22/14,Company,0,1,Cash,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0
20013,8/7/14,Mr,0,3,Cash,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
20014,1/6/15,Mrs,0,2,Credit Card,1,2,0,1,0,5,1,0,0,0,0,0,0,0,0
20015,12/8/14,Mrs,0,1,Credit Card,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
20016,4/29/14,Others,1,1,Credit Card,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1
20017,1/4/15,Mrs,1,1,Invoice,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0
20018,7/30/14,Mrs,0,1,Invoice,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
20019,5/5/14,Company,1,1,Current Account,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
20020,12/20/14,Mr,0,1,Cash,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1
20021,1/6/15,Mr,1,1,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20022,7/11/14,Mr,0,1,Invoice,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
20023,9/4/14,Mr,0,3,Cash,0,4,0,1,0,1,2,0,0,0,0,0,0,0,0
20024,10/31/14,Mr,0,2,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
20025,9/20/14,Others,0,3,Invoice,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
20026,12/10/14,Mrs,1,1,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20028,10/7/14,Others,0,1,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20029,10/27/14,Mr,1,3,Invoice,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
20030,9/4/14,Mr,0,3,Invoice,0,5,0,1,0,1,0,4,0,0,0,0,0,0,0
20031,9/28/14,Others,0,3,Cash,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1
20033,12/15/14,Others,0,1,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
20034,10/16/14,Mr,0,2,Invoice,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
20035,12/10/14,Mr,1,2,Invoice,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20037,6/30/14,Mr,0,3,Cash,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0
20038,12/25/14,Mr,0,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
20039,12/20/14,Mrs,0,1,Current Account,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
20040,7/11/14,Mrs,0,1,Cash,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
20041,11/29/14,Mrs,0,1,Cash,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1
20042,1/4/15,Mrs,0,3,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
20043,8/24/14,Mr,0,1,Credit Card,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20044,8/7/14,Mr,0,1,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
20045,8/31/14,Mr,0,1,Credit Card,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0
20046,10/22/14,Mr,0,2,Invoice,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0
20047,5/6/14,Mr,0,1,Invoice,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0
20049,12/25/14,Company,0,1,Invoice,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1
20050,7/1/14,Mr,1,3,Invoice,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
20051,12/24/14,Mr,1,1,Invoice,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0
20052,12/1/14,Mr,0,1,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1
20053,6/30/14,Mr,0,1,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20054,11/27/14,Company,0,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
20055,12/15/14,Mr,0,1,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
20056,7/21/14,Mr,0,3,Current Account,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
20057,8/29/14,Company,0,3,Invoice,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0
20058,12/18/14,Mr,0,3,Cash,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
20059,5/11/14,Others,0,1,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20060,11/6/14,Mr,0,2,Credit Card,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
20062,9/23/14,Company,0,3,Credit Card,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0
20063,7/11/14,Mr,0,2,Invoice,0,4,0,1,0,0,1,3,0,0,0,0,0,0,0
20065,1/10/15,Mrs,0,3,Credit Card,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0
20067,1/7/15,Others,0,3,Invoice,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0
20068,6/19/14,Others,0,3,Current Account,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
20069,12/1/14,Mr,1,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
20070,8/23/14,Mr,0,1,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20071,11/27/14,Mrs,0,1,Credit Card,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
20072,1/21/15,Mrs,0,1,Cash,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0
20073,10/2/14,Mrs,0,3,Cash,0,5,0,1,0,5,0,0,0,0,0,0,0,0,1
20074,9/29/14,Mr,1,3,Invoice,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
20075,1/5/15,Mrs,0,1,Credit Card,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
20076,9/9/14,Mrs,0,1,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20078,4/24/14,Mr,0,3,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20079,1/8/15,Mrs,1,3,Current Account,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0
20080,12/1/14,Mrs,0,3,Cash,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1
20081,10/22/14,Others,0,3,Invoice,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0
20082,1/8/15,Mr,1,3,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
20083,6/17/14,Mr,0,1,Invoice,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0
20084,4/27/14,Company,0,1,Credit Card,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
20085,9/17/14,Mr,0,1,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
20086,8/27/14,Others,1,3,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
20087,12/22/14,Mrs,1,1,Cash,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
20088,9/15/14,Mrs,0,1,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
20089,7/5/14,Company,0,1,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20090,10/27/14,Mr,0,1,Invoice,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
20091,4/25/14,Mr,0,3,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
20092,12/21/14,Mrs,0,3,Current Account,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1
20093,8/4/14,Mr,0,2,Invoice,0,4,0,1,0,1,2,0,0,0,0,0,0,0,0
20094,1/20/15,Mr,1,1,Current Account,0,4,0,0,0,4,0,0,0,0,0,0,0,0,1
20095,12/25/14,Mr,0,3,Cash,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
20096,11/27/14,Mrs,0,1,Invoice,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
20097,1/19/15,Mr,0,1,Invoice,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
20098,6/26/14,Mr,0,1,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
20099,11/1/14,Mrs,0,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
20100,9/14/14,Mr,0,2,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
20101,12/30/14,Mrs,0,3,Cash,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0
20102,9/16/14,Others,0,1,Credit Card,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20103,12/21/14,Others,0,1,Invoice,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20104,12/6/14,Others,0,2,Current Account,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
20105,11/6/14,Mrs,0,2,Credit Card,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
20106,5/9/14,Mr,1,1,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20107,2/16/15,Mr,0,3,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
20108,7/14/14,Company,0,1,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
20109,9/29/14,Mr,0,2,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
20110,12/11/14,Mr,0,1,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20112,5/13/14,Mr,0,1,Invoice,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
20113,1/20/15,Others,0,1,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20114,11/14/14,Others,1,2,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1
20117,12/2/14,Mr,0,3,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
20118,6/23/14,Mr,0,2,Invoice,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
20119,10/11/14,Mrs,0,3,Current Account,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1
20121,9/27/14,Mrs,0,1,Current Account,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
20122,10/20/14,Mrs,1,1,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20123,8/29/14,Mrs,0,1,Invoice,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
20124,12/3/14,Mrs,0,2,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
20125,1/9/15,Mrs,0,2,Cash,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0
20127,12/25/14,Others,0,2,Invoice,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0
20129,10/16/14,Mr,0,2,Invoice,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1
20130,7/3/14,Mrs,0,1,Current Account,0,4,0,0,0,2,1,0,0,0,0,0,1,0,1
20131,6/10/14,Mr,0,1,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
20132,12/18/14,Mr,0,3,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
20133,1/23/15,Mrs,1,2,Invoice,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
20134,10/2/14,Others,0,3,Credit Card,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0
20135,9/26/14,Company,0,2,Credit Card,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0
20136,5/8/14,Company,0,1,Invoice,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0
20137,4/29/14,Mr,0,1,Invoice,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
20138,11/16/14,Mrs,0,1,Credit Card,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20140,5/6/14,Mrs,0,3,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1
20141,6/8/14,Others,0,1,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
20142,10/27/14,Mrs,0,2,Invoice,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0
20143,11/7/14,Mrs,0,1,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20144,7/18/14,Mrs,0,2,Invoice,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
20145,1/7/15,Mr,0,2,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20146,4/24/14,Mr,1,1,Credit Card,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20147,11/25/14,Mrs,0,2,Current Account,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
20148,9/27/14,Mrs,1,1,Current Account,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0
20150,7/6/14,Mr,0,1,Invoice,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0
20152,1/21/15,Mr,0,1,Invoice,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
20153,4/24/14,Mrs,0,1,Credit Card,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
20155,4/30/14,Company,0,2,Invoice,0,5,0,1,0,1,0,0,0,0,0,0,0,0,1
20156,9/8/14,Mr,1,2,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1
20158,1/6/15,Others,0,1,Current Account,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
20159,7/15/14,Mrs,0,1,Current Account,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
20160,5/26/14,Mrs,0,1,Invoice,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0
20161,1/8/15,Mrs,0,2,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
20162,6/9/14,Mr,0,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
20164,9/16/14,Mrs,0,1,Invoice,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0
20165,9/25/14,Mr,1,3,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
20167,10/13/14,Mr,0,1,Cash,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1
20168,12/3/14,Mrs,0,1,Credit Card,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
20169,11/9/14,Mrs,0,1,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20170,11/22/14,Mrs,0,1,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20171,9/10/14,Mr,0,2,Invoice,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20172,6/11/14,Company,1,1,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1
20173,5/16/14,Mrs,0,3,Cash,0,3,0,1,0,0,3,0,0,0,0,0,0,0,1
20174,6/3/14,Others,1,3,Invoice,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0
20175,11/8/14,Mr,1,1,Invoice,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1
20176,6/23/14,Mrs,0,3,Credit Card,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0
20177,4/26/14,Others,0,2,Current Account,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
20178,9/2/14,Mrs,1,2,Invoice,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0
20179,1/10/15,Mr,0,2,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
20180,7/29/14,Others,0,1,Cash,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20181,10/4/14,Others,0,2,Credit Card,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1
20182,9/14/14,Mr,0,1,Current Account,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20184,7/15/14,Others,0,2,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
20186,8/11/14,Mr,0,1,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0
20187,5/6/14,Mrs,0,1,Current Account,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0
20188,6/17/14,Mr,1,2,Invoice,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0
20189,9/1/14,Mr,1,2,Current Account,0,3,0,1,1,0,0,1,0,0,0,0,0,0,1
20191,10/29/14,Mrs,0,1,Invoice,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
20192,7/17/14,Mrs,0,1,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20193,1/12/15,Mr,0,3,Cash,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
20194,12/16/14,Mr,0,1,Invoice,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
20195,8/5/14,Mr,0,3,Current Account,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20196,9/4/14,Mrs,0,1,Invoice,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0
20197,5/15/14,Mrs,0,1,Current Account,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
20198,8/28/14,Mrs,0,1,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
20199,5/24/14,Mrs,0,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
20200,6/9/14,Mr,0,3,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
20201,8/4/14,Mr,0,1,Invoice,0,4,0,0,0,1,0,3,0,0,0,0,0,1,0
20202,12/2/14,Mr,0,2,Credit Card,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
20203,5/21/14,Mr,0,1,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
20204,5/9/14,Mr,1,3,Cash,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
20205,5/19/14,Others,1,1,Invoice,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1
20207,9/22/14,Mr,0,2,Credit Card,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
20208,7/15/14,Mr,0,2,Invoice,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0
20209,1/19/15,Mr,1,3,Cash,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0
20210,8/18/14,Mr,0,1,Invoice,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1
20211,8/11/14,Mrs,0,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
20214,1/17/15,Mrs,1,2,Current Account,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
20215,8/12/14,Others,1,1,Invoice,0,5,0,0,0,1,1,0,0,0,0,0,0,0,1
20217,1/3/15,Mrs,1,2,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
20218,4/29/14,Mrs,0,2,Cash,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0
20219,7/25/14,Mrs,0,3,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
20221,5/9/14,Mrs,0,1,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1
20223,12/31/14,Mr,0,1,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
20225,7/27/14,Mrs,0,1,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20228,10/7/14,Mr,0,1,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
20229,6/10/14,Mr,0,3,Current Account,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0
20230,9/26/14,Mr,1,2,Current Account,1,4,0,1,0,3,1,0,0,0,0,0,0,0,1
20231,8/16/14,Mrs,0,3,Credit Card,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
20232,9/28/14,Others,1,3,Cash,0,5,0,1,0,2,0,1,0,0,0,0,0,0,1
20233,7/18/14,Mr,0,2,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1
20234,4/28/14,Mr,0,2,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20235,11/5/14,Mrs,0,2,Current Account,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20236,2/5/15,Mrs,1,2,Current Account,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
20237,7/22/14,Mr,0,2,Invoice,1,1,0,1,0,1,3,0,0,0,0,0,0,0,0
20238,8/21/14,Mrs,0,3,Cash,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
20239,9/5/14,Mr,0,3,Invoice,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0
20240,7/12/14,Company,0,1,Credit Card,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
20241,8/13/14,Mrs,0,1,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20242,12/31/14,Mrs,0,2,Invoice,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
20243,5/10/14,Others,0,2,Invoice,0,3,0,1,0,1,1,1,0,0,0,0,0,0,0
20245,9/7/14,Others,0,1,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20246,9/12/14,Mr,0,1,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
20247,10/14/14,Mr,0,1,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20248,1/5/15,Mrs,1,1,Current Account,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0
20250,9/10/14,Mrs,0,1,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
20251,1/20/15,Company,0,3,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1
20252,11/19/14,Mr,0,1,Credit Card,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
20253,1/14/15,Mrs,0,1,Credit Card,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20255,7/30/14,Company,0,2,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
20256,9/30/14,Others,1,3,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
20257,1/6/15,Mr,0,1,Current Account,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
20258,12/5/14,Mr,1,1,Invoice,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1
